subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Voters,7/6/2018,3/9/2018,3/13/2018,Ipsos,B+,1164,rv,.068568,0,43.2,34.8,47.8261,38.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51032,80746,3/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/10/2018,3/13/2018,YouGov,B,1278,rv,.5461242,0,43,38,47.92741,41.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y3tke5cxwy/econTabReport.pdf,51018,80725,3/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/10/2018,3/14/2018,Ipsos,B+,1218,rv,.0718023,0,43.6,35.3,48.22609,39.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51031,80745,3/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/10/2018,3/14/2018,NBC News/Wall Street Journal,A-,930,rv,1.42842,0,50,40,48.90681,38.9851,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/18164%20NBCWSJ%20March%202018%20Social%20Trends%20Poll%20(Political%20Data%20Release).pdf,51033,80751,3/18/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/11/2018,3/15/2018,Ipsos,B+,1265,rv,.0746282,0,44.6,34.5,49.22609,38.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51030,80744,3/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/12/2018,3/16/2018,Ipsos,B+,1381,rv,.0815218,0,43.3,37,47.92609,41.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51042,80768,3/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/13/2018,3/17/2018,Ipsos,B+,1336,rv,.0788897,0,40.9,37.4,45.5261,41.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51041,80767,3/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/14/2018,3/18/2018,Ipsos,B+,1274,rv,.0752271,0,41.3,36.8,45.92609,40.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51040,80766,3/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/15/2018,3/19/2018,Ipsos,B+,1264,rv,.0746087,0,41.1,37,45.72609,41.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51039,80765,3/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/14/2018,3/19/2018,McLaughlin & Associates,C-,1000,lv,.7199003,0,44,43,45.98738,40.49671,"","",http://mclaughlinonline.com/2018/03/20/march-2018-national-survey-results/,51047,80780,3/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/15/2018,3/19/2018,Morning Consult,B-,1994,rv,.4526706,0,42,38,46.28146,39.35093,"","",https://morningconsult.com/wp-content/uploads/2018/03/180322_crosstabs_POLITICO_v1_DK.pdf,51044,80775,3/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/16/2018,3/20/2018,Quinnipiac University,A-,1291,rv,1.359223,0,49,43,46.85843,42.72926,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2529,51045,80777,3/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/16/2018,3/20/2018,Ipsos,B+,1342,rv,.079158,0,40.2,36.9,44.8261,41.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51057,80803,3/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/17/2018,3/21/2018,Ipsos,B+,1869,rv,.1101522,0,40.6,35.7,45.22609,39.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51056,80802,3/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/18/2018,3/20/2018,YouGov,B,1284,rv,.5492586,0,44,38,48.92741,41.09298,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/p86tnmatk6/econTabReport.pdf,51048,80783,3/21/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/19/2018,3/21/2018,Marist College,A,1015,rv,1.753407,0,44,39,44.16812,39.38412,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180320_KOC/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_March%2023.%202018.pdf#page=3,51052,80790,3/23/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/18/2018,3/21/2018,Fox News,A,1014,rv,1.814041,0,46,41,45.90279,41.12542,"","",http://www.foxnews.com/politics/2018/03/25/fox-news-poll-gap-narrows-on-2018-vote-preference.html,51058,80800,3/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/18/2018,3/22/2018,Ipsos,B+,2757,rv,.1624693,0,41.8,34,46.42609,38.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51055,80801,3/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/19/2018,3/23/2018,Ipsos,B+,2848,rv,.1681306,0,41.6,33.7,46.22609,37.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51205,81004,3/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/20/2018,3/24/2018,Ipsos,B+,2809,rv,.1664568,0,41.3,33.6,45.92609,37.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51204,81003,3/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/21/2018,3/25/2018,Ipsos,B+,2760,rv,.1645018,0,40.9,33.8,45.5261,37.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51203,81002,3/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/23/2018,3/25/2018,Public Policy Polling,B,846,rv,1.229235,0,50,39,48.74686,38.81238,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf,51065,80815,3/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/22/2018,3/26/2018,Ipsos,B+,2244,rv,.1347863,0,41.2,34.3,45.8261,38.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51202,81001,3/27/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/22/2018,3/25/2018,CNN/SSRS,A-,913,rv,1.428689,0,50,44,47.2478,42.59571,"","",http://cdn.cnn.com/cnn/2018/images/03/29/rel4c.-.2018.pdf,51063,81064,3/29/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/23/2018,3/27/2018,Ipsos,B+,1393,rv,.084417,0,41.6,35.5,46.22609,39.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51292,81132,3/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/25/2018,3/27/2018,YouGov,B,1330,rv,.5673897,0,42,35,46.92741,38.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4e7f92zbz6/econTabReport.pdf,51208,81014,3/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/24/2018,3/28/2018,Ipsos,B+,1289,rv,.0787836,0,42.6,36.8,47.22609,40.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51291,81131,3/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/26/2018,3/27/2018,Morning Consult,B-,1997,rv,.436367,0,41,37,45.28146,38.35093,"","",https://www.politico.com/f/?id=00000162-696d-d2f7-adef-efeff5c90001,51207,81013,3/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/25/2018,3/29/2018,Ipsos,B+,1325,rv,.0816216,0,42.9,38.4,47.5261,42.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51290,81130,3/30/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/27/2018,3/29/2018,Harris Interactive,C+,1340,rv,.8846221,0,45,34,46.87929,36.3047,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_March2018_RegisteredVoters_Xtabs_LR_Approval.pdf,51584,81548,4/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/26/2018,3/30/2018,Ipsos,B+,1451,rv,.0900193,0,44.8,36.8,49.42609,40.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51601,81580,4/3/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/27/2018,3/31/2018,Ipsos,B+,1404,rv,.0876732,0,45.3,34.8,49.92609,38.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51600,81579,4/3/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/25/2018,4/2/2018,Greenberg Quinlan Rosner,B-,699,lv,.9924094,0,47,41,45.85799,39.78578,"","",http://www.democracycorps.com/attachments/article/1081/Dcor_GR_AFT_National%20RV%20Phone_FQ_040218.pdf,51626,81638,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/28/2018,4/1/2018,Ipsos,B+,1328,rv,.0834426,0,44.2,35.1,48.8261,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51599,81578,4/3/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/29/2018,4/1/2018,Morning Consult,B-,1997,rv,.4377454,0,41,37,45.28146,38.35093,"","",https://morningconsult.com/wp-content/uploads/2018/04/180339_crosstabs_POLITICO_v1_DK-2.pdf,51602,81582,4/4/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/29/2018,4/2/2018,Ipsos,B+,1576,rv,.0996433,0,43,34.6,47.62609,38.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51598,81577,4/3/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/30/2018,4/3/2018,Ipsos,B+,1520,rv,.0967538,0,42.8,34,47.42609,38.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51610,81593,4/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,3/31/2018,4/4/2018,Ipsos,B+,1444,rv,.0925878,0,44.1,32.7,48.72609,36.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51609,81592,4/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/1/2018,4/3/2018,YouGov,B,1244,rv,.5299735,0,43,36,47.92741,39.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/maf7idof71/econTabReport.pdf,51603,81585,4/4/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/1/2018,4/5/2018,Ipsos,B+,1454,rv,.0939463,0,43.1,32.7,47.72609,36.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51608,81591,4/6/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/2/2018,4/6/2018,Ipsos,B+,1459,rv,.0949866,0,43.3,33.1,47.92609,37.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51623,81627,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/3/2018,4/7/2018,Ipsos,B+,1247,rv,.0817824,0,45.8,32.1,50.42609,36.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51622,81626,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/5/2018,4/7/2018,Morning Consult,B-,1994,rv,.441725,0,42,36,46.28146,37.35093,"","",https://www.politico.com/f/?id=00000162-b16f-d2e5-ade3-f17f40cc0000,51618,81613,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/4/2018,4/8/2018,Ipsos,B+,1253,rv,.082737,0,45.3,31.7,49.92609,35.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51621,81625,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/5/2018,4/9/2018,Ipsos,B+,1230,rv,.0817352,0,42.8,33.2,47.42609,37.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51620,81624,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/6/2018,4/9/2018,Quinnipiac University,A-,1181,rv,1.329478,0,46,43,43.85843,42.72926,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2535,51616,81615,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/6/2018,4/10/2018,Ipsos,B+,1220,rv,.081545,0,43.5,33.6,48.12609,37.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51633,81646,4/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/7/2018,4/11/2018,Ipsos,B+,1257,rv,.0844987,0,44.5,34.4,49.12609,38.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51632,81645,4/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/8/2018,4/10/2018,YouGov,B,1292,rv,.5486935,0,44,36,48.92741,39.09298,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3g689cgf7m/econTabReport.pdf,51619,81614,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/8/2018,4/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,.7172901,0,45,40,45.9116,39.50257,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,51624,81632,4/11/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/8/2018,4/11/2018,NBC News/Wall Street Journal,A-,720,rv,1.155242,0,47,40,45.90681,38.9851,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJAprilPoll41518Release.pdf,51635,81658,4/15/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/8/2018,4/11/2018,ABC News/Washington Post,A+,865,rv,1.77618,0,47,43,45.82893,42.4027,"","",https://www.washingtonpost.com/page/2010-2019/WashingtonPost/2018/04/16/National-Politics/Polling/question_20317.xml?uuid=CucQrkFlEeiy3LCkA-RyCg,51634,81659,4/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/8/2018,4/12/2018,Ipsos,B+,1273,rv,.0860341,0,43.5,35.1,48.12609,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,51631,81644,4/13/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/9/2018,4/13/2018,Ipsos,B+,1293,rv,.0877723,0,43.1,36,47.72609,40.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52200,82369,4/17/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/10/2018,4/14/2018,Ipsos,B+,1267,rv,.086301,0,45.1,34.7,49.72609,38.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52199,82368,4/17/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/10/2018,4/13/2018,Marist College,A,829,rv,1.520672,0,44,39,44.16812,39.38412,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180410/Trump%20and%20Congress_NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_April%202018.pdf,52202,82377,4/18/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/11/2018,4/15/2018,Ipsos,B+,1281,rv,.0874631,0,45,35,49.62609,39.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52198,82367,4/17/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/12/2018,4/16/2018,Ipsos,B+,1268,rv,.0866932,0,44.2,35.2,48.8261,39.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52197,82366,4/17/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/12/2018,4/17/2018,Morning Consult,B-,1917,rv,.4357758,0,43,36,47.28146,37.35093,"","",https://www.politico.com/f/?id=00000162-d575-d05e-a3e6-fd75df1a0000,52203,82379,4/18/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/13/2018,4/17/2018,Ipsos,B+,1239,rv,.08476,0,43.9,34.4,48.5261,38.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52292,82517,4/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/14/2018,4/18/2018,Ipsos,B+,1206,rv,.08253,0,44.8,33.1,49.42609,37.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52291,82516,4/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/15/2018,4/17/2018,YouGov,B,1274,rv,.5336245,0,43,38,47.92741,41.09298,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4l31gznvf1/econTabReport.pdf,52205,82383,4/18/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/15/2018,4/19/2018,Ipsos,B+,1260,rv,.0862259,0,42.4,35.6,47.0261,39.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52290,82515,4/20/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/16/2018,4/20/2018,Ipsos,B+,1244,rv,.0851065,0,42,35.7,46.62609,39.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52306,82545,4/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/17/2018,4/21/2018,Ipsos,B+,1209,rv,.082659,0,40.4,35.4,45.0261,39.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52305,82544,4/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/17/2018,4/22/2018,McLaughlin & Associates,C-,1000,lv,.6793789,0,43,43,44.98738,40.49671,"","",http://mclaughlinonline.com/2018/04/24/april-2018-national-survey-results/,52313,82569,4/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/18/2018,4/22/2018,Ipsos,B+,1231,rv,.0840882,0,42.2,35.3,46.8261,39.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52304,82543,4/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/19/2018,4/23/2018,Morning Consult,B-,1993,rv,.4796772,0,44,35,48.28146,36.35093,"","",https://morningconsult.com/wp-content/uploads/2018/04/180434_crosstabs_POLITICO_v1_DK.pdf,52310,82565,4/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/19/2018,4/23/2018,Ipsos,B+,1283,rv,.0875486,0,43.6,35.2,48.22609,39.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52303,82542,4/24/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/20/2018,4/24/2018,Quinnipiac University,A-,1193,rv,1.424213,0,48,40,45.85843,39.72926,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2538,52309,82561,4/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/20/2018,4/24/2018,Ipsos,B+,1248,rv,.0850543,0,45,33.6,49.62609,37.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52321,82586,4/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/22/2018,4/24/2018,Harris Interactive,C+,1549,rv,.9476619,0,43,34,44.87929,36.3047,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_April2018_RegisteredVoters_Topline_Memo.pdf,52315,82574,4/26/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/21/2018,4/25/2018,Ipsos,B+,1226,rv,.0834349,0,44.7,34.4,49.3261,38.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52320,82585,4/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/22/2018,4/24/2018,YouGov,B,1265,rv,.5204973,0,43,38,47.92741,41.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a849k68e2i/econTabReport.pdf,52311,82566,4/25/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/22/2018,4/26/2018,Ipsos,B+,1891,rv,.1284853,0,44.1,33.2,48.72609,37.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52319,82584,4/28/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/23/2018,4/27/2018,Ipsos,B+,1988,rv,.1349674,0,43.5,33.9,48.12609,38.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52329,82606,5/1/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/20/2018,4/30/2018,Kaiser Family Foundation,"",1655,rv,1.961569,0,46,38,46.14752,38.59322,"","",http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-Preview-of-the-Role-of-Health-Care-in-the-2018-Midterm-Campaigns,52366,82690,5/10/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/24/2018,4/28/2018,Ipsos,B+,1979,rv,.1343805,0,42.4,35.1,47.0261,39.29822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52328,82605,5/1/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/25/2018,4/29/2018,Ipsos,B+,1943,rv,.1321142,0,42,35.4,46.62609,39.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52327,82604,5/1/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/26/2018,4/30/2018,Ipsos,B+,1977,rv,.1347568,0,42.8,35.2,47.42609,39.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52326,82603,5/1/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/25/2018,5/1/2018,Pew Research Center,B-,1221,rv,1.316399,0,48,43,46.59002,41.93744,"","",http://assets.pewresearch.org/wp-content/uploads/sites/5/2018/05/03134750/05-03-18-political-topline-for-release.pdf,52335,82622,5/3/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/26/2018,4/30/2018,Monmouth University,A+,681,rv,1.471636,0,49,41,48.03557,40.13454,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_us_050318/,52325,82618,5/3/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/26/2018,5/1/2018,Morning Consult,B-,1991,rv,.4938142,0,43,34,47.28146,35.35093,"","",https://morningconsult.com/wp-content/uploads/2018/05/180444_crosstabs_POLITICO_v1_DK-2-1.pdf,52330,82612,5/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/27/2018,5/1/2018,Ipsos,B+,1339,rv,.0916076,0,42.6,37.4,47.22609,41.59822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52357,82660,5/5/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/28/2018,5/2/2018,Ipsos,B+,1241,rv,.0852325,0,41.1,37.5,45.72609,41.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52356,82659,5/5/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/29/2018,5/1/2018,YouGov,B,1259,rv,.5105382,0,42,39,46.92741,42.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fojcpi55bv/econTabReport.pdf,52331,82615,5/2/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/29/2018,5/3/2018,Ipsos,B+,1238,rv,.0853117,0,40.6,37,45.22609,41.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52355,82658,5/5/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,4/30/2018,5/4/2018,Ipsos,B+,1248,rv,.0862709,0,40.8,37.2,45.42609,41.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52364,82679,5/10/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/1/2018,5/5/2018,Ipsos,B+,1194,rv,.082767,.0002666,39.3,37.8,43.92609,41.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52363,82678,5/10/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/2/2018,5/6/2018,Ipsos,B+,1205,rv,.0837159,.0005382,39.5,36.3,44.12609,40.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52362,82677,5/10/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/3/2018,5/7/2018,Ipsos,B+,1197,rv,.0833035,.0008022,39.2,37.8,43.8261,41.99822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52361,82676,5/10/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/4/2018,5/8/2018,Ipsos,B+,1173,rv,.0817456,.0010483,39.2,37.9,43.8261,42.09822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52393,82731,5/12/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/5/2018,5/9/2018,Ipsos,B+,1230,rv,.0857826,.0013742,39.6,37.3,44.22609,41.49822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52392,82730,5/12/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/6/2018,5/8/2018,YouGov,B,1228,rv,.4513262,.0076948,44,35,48.92741,38.09298,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kwgrow0dna/econTabReport.pdf,52360,82670,5/9/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/6/2018,5/10/2018,Ipsos,B+,1317,rv,.0918834,.0017657,39.3,36.7,43.92609,40.89822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52391,82729,5/12/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/6/2018,5/10/2018,Rasmussen Reports/Pulse Opinion Research,C+,2500,lv,.6183926,.0130118,46,40,46.9116,39.50257,"","",http://www.rasmussenreports.com/public_content/politics/mood_of_america/generic_congressional_ballot,52423,82775,5/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/7/2018,5/11/2018,Ipsos,B+,1327,rv,.0925867,.0020757,39,37.2,43.62609,41.39822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52418,82780,5/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/8/2018,5/12/2018,Ipsos,B+,1275,rv,.0889457,.0022798,39,35.5,43.62609,39.69822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52417,82779,5/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/10/2018,5/12/2018,Zogby Interactive/JZ Analytics,C,881,lv,.9060922,.0445619,40,33,42.10761,35.66814,"","",https://www.zogbyanalytics.com/news/849-the-zogby-poll-since-january-democrats-are-losing-support-in-the-congressional-generic-democrats-lose-big-among-millennials-and-african-americans-voters-remain-steady-in-their-support-for-republicans,52395,82756,5/14/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/9/2018,5/13/2018,Ipsos,B+,1319,rv,.0919818,.0026546,39.2,35,43.8261,39.19822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52416,82778,5/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/10/2018,5/14/2018,Morning Consult,B-,1993,rv,.4379378,.0142845,43,38,47.28146,39.35093,"","",https://morningconsult.com/wp-content/uploads/2018/05/180520_crosstabs_POLITICO_v1_DK.pdf,52420,82769,5/16/2018,11:22:17  6 Jul 2018
Voters,7/6/2018,5/10/2018,5/14/2018,Ipsos,B+,1340,rv,.0934191,.0029987,38.2,35.6,42.8261,39.79822,"",T,http://polling.reuters.com/#poll/TM1212Y17/filters/PD1:1,52415,82777,5/16/2018,11:22:17  6 Jul 2018
